Object1,Object2,Dissimdist,Relationship,Traffic
intel,dupont,0.7605215315,,
alphabet,southernco,0.7605319343,,
paypal,usbancorp,0.7605661088,,
apple,berkshirehathaway,0.7606126378,,
pepsico,danaher,0.7606181501,,
c.virtualreality,raytheon,0.7607332989,,
pfizer,apple,0.760743592,,
caterpillar,medtronic,0.7607717296,,
chevron,altria,0.7608046704,,
microsoft,walgreens,0.7608120814,,
aig,conocophillips,0.7608567741,,
chevron,biogen,0.7608597756,,
caterpillar,fordmotor,0.7608601099,,
3m,paypal,0.7608669936,,
goldmansachs,chevron,0.7608734517,,
celgene,exxonmobil,0.760879845,,
amgen,medtronic,0.760908445,,
raytheon,target,0.76092936,,
pfizer,target,0.7609709321,,
capitalone,target,0.7610224871,,
priceline,walgreens,0.7610556103,,
png,bofa,0.7610557786,,
mcdonalds,microsoft,0.7611536576,,
abbott,cisco,0.7611537369,,
priceline,amazon,0.7612426128,,
pepsico,verizon,0.7613258414,,
danaher,mobileye,0.7613836702,,
unitedtech,c.internetofthings,0.7613972287,,
halliburton,cvs,0.7614051583,,
allstate,target,0.7614111669,,
aig,raytheon,0.7614407964,,
goldmansachs,dowchemical,0.7614861181,,
merckandco,dowchemical,0.7615176432,,
timewarner,exxonmobil,0.7615228038,,
gilead,danaher,0.7616327036,,
schlumberger,timewarner,0.7616915433,,
gm,costco,0.7617722431,,
apple,dellemc,0.7618137216,,
gilead,aig,0.7618335796,,
c.bailout,c.internetofthings,0.7618423769,,
goldmansachs,ibm,0.7618610231,,
abbvie,unitedhealth,0.761893595,,
gilead,halliburton,0.76194758,,
png,mastercard,0.7619487169,,
merckandco,occidentalpetrol,0.7619576112,,
merckandco,ups,0.7620144661,,
c.internetofthings,verizon,0.7620293574,,
texasinstrument,c.selfdriving,0.762040328,,
cvs,occidentalpetrol,0.7620791242,,
goldmansachs,halliburton,0.7620968081,,
accenture,berkshirehathaway,0.762101619,,
qualcomm,facebook,0.7621137163,,
amazon,costco,0.7621744132,,
c.bailout,occidentalpetrol,0.7622328749,,
accenture,halliburton,0.7622731623,,
microsoft,emersonelectric,0.7622956995,,
pepsico,intel,0.762298733,,
schlumberger,comcast,0.7623279772,,
cocacola,tesla,0.7623393066,,
amazon,dellemc,0.7623521634,,
apple,mcdonalds,0.7623569498,,
alphabet,elilily,0.7624476934,,
c.bailout,ups,0.7625102775,,
microsoft,c.bailout,0.7625159661,,
colgate-palmolive,comcast,0.7625757602,,
honeywell,jpmchase,0.7626239628,,
ibm,att,0.7626639911,,
twentycenturyfox,exxonmobil,0.7627053531,,
gm,netflix,0.7627141948,,
goldmansachs,texasinstrument,0.7627173811,,
tesla,mcdonalds,0.762732118,,
honeywell,unitedhealth,0.7627701891,,
citigroup,lowes,0.7627722084,,
lockheedmartin,ups,0.7627807797,,
gilead,priceline,0.7628259397,,
citigroup,starbucks,0.762839549,,
caterpillar,nike,0.7628614086,,
intel,dellemc,0.7629545758,,
lockheedmartin,mobileye,0.7629594221,,
amgen,metlife,0.7629656056,,
allstate,verizon,0.7629799788,,
bankofnewyork,dellemc,0.7629831956,,
allergan,verizon,0.7630189492,,
amazon,walgreens,0.7631078726,,
citigroup,simonprop,0.763145865,,
bankofnewyork,boeing,0.7631739831,,
jpmchase,target,0.7632285891,,
abbvie,halliburton,0.7632300621,,
p.uber,gm,0.7632789214,,
gilead,goldmansachs,0.7633746426,,
pepsico,priceline,0.763411444,,
allstate,conocophillips,0.7634610412,,
cocacola,comcast,0.7634991434,,
lockheedmartin,unitedhealth,0.7635134186,,
dellemc,emersonelectric,0.7635352347,,
conocophillips,emersonelectric,0.7635638293,,
c.virtualreality,medtronic,0.7636127952,,
tesla,c.internetofthings,0.7636196665,,
tesla,microsoft,0.7636740359,,
goldmansachs,raytheon,0.7637477839,,
accenture,priceline,0.763778018,,
c.electricvehicle,generaldynamics,0.7637838195,,
qualcomm,johnsonandjohnson,0.7637847751,,
priceline,danaher,0.7637976279,,
timewarner,elilily,0.7639680963,,
gm,bofa,0.7640061285,,
homedepot,cocacola,0.7640470337,,
amgen,berkshirehathaway,0.764123575,,
citigroup,emersonelectric,0.764187317,,
altria,generaldynamics,0.7642075904,,
c.virtualreality,amazon,0.7642792909,,
aig,priceline,0.764281091,,
elilily,nike,0.764284981,,
jpmchase,mcdonalds,0.7643682623,,
morganstanley,usbancorp,0.7643742453,,
pfizer,c.bailout,0.7644485755,,
ibm,amgen,0.7644594441,,
celgene,berkshirehathaway,0.7645236475,,
altria,occidentalpetrol,0.7645275661,,
cisco,bristolmyerssquibb,0.7646626059,,
jpmchase,walmart,0.764689243,,
altria,raytheon,0.764719638,,
amex,metlife,0.7647521946,,
png,visa,0.7648211104,,
timewarner,microsoft,0.7648246095,,
cvs,emersonelectric,0.7648506328,,
dukeenergy,exxonmobil,0.7648724356,,
danaher,unitedhealth,0.7648778798,,
ibm,c.bailout,0.7649034643,,
goldmansachs,amazon,0.7649689324,,
accenture,chevron,0.7649853768,,
starbucks,ups,0.7650571341,,
priceline,raytheon,0.7651359386,,
amazon,verizon,0.7651540633,,
pfizer,altria,0.765175187,,
ibm,nike,0.7651828612,,
abbott,mcdonalds,0.7651918422,,
southernco,dellemc,0.7652532679,,
raytheon,merckandco,0.7652893892,,
pepsico,tesla,0.7653869375,,
lockheedmartin,emersonelectric,0.7653902557,,
aig,lockheedmartin,0.7654073714,,
medtronic,emersonelectric,0.7654452603,,
timewarner,verizon,0.7654491574,,
target,tesla,0.7654667145,,
allergan,unitedhealth,0.7655021612,,
dupont,walmart,0.7655078245,,
mcdonalds,elilily,0.7655087223,,
accenture,morganstanley,0.7655215894,,
johnsonandjohnson,mcdonalds,0.7655276037,,
conocophillips,microsoft,0.7655467028,,
capitalone,dupont,0.765548077,,
cvs,dowchemical,0.7655889732,,
honeywell,apple,0.7656025571,,
accenture,unitedhealth,0.7657208732,,
danaher,microsoft,0.7657233435,,
southernco,unitedhealth,0.7657926592,,
halliburton,allstate,0.7658064932,,
pfizer,morganstanley,0.7658311455,,
gm,celgene,0.7658655306,,
qualcomm,amazon,0.7658713498,,
aig,caterpillar,0.7658730867,,
chevron,amgen,0.7658760553,,
priceline,dowchemical,0.7658966076,,
cisco,citigroup,0.7659293293,,
cocacola,medtronic,0.7659378798,,
colgate-palmolive,starbucks,0.7659746758,,
goldmansachs,amex,0.7660090785,,
schlumberger,amgen,0.7660561319,,
honeywell,c.selfdriving,0.7660924,,
netflix,waltdisney,0.7661120471,,
unitedhealth,emersonelectric,0.7661311239,,
citigroup,netflix,0.7661531573,,
cocacola,unitedhealth,0.7661900191,,
alphabet,bristolmyerssquibb,0.7662684509,,
cvs,ups,0.766302122,,
c.videoondemand,texasinstrument,0.7663447085,,
boeing,occidentalpetrol,0.766368712,,
gilead,lockheedmartin,0.7663751668,,
lendingclub,bofa,0.7663856111,,
raytheon,mcdonalds,0.7663928696,,
cocacola,bankofnewyork,0.7663961398,,
medtronic,exxonmobil,0.766412699,,
timewarner,waltdisney,0.7664221629,,
cvs,twentycenturyfox,0.7664397502,,
berkshirehathaway,mcdonalds,0.7665035794,,
comcast,microsoft,0.7665415205,,
capitalone,mondelez,0.7666222646,,
elilily,walgreens,0.7666241038,,
southernco,target,0.7666749921,,
raytheon,apple,0.7666815964,,
honeywell,amazon,0.7667985015,,
tesla,emersonelectric,0.7668353746,,
bofa,c.mbs,0.7668513053,,
allergan,allstate,0.7668537943,,
caterpillar,walgreens,0.7668557598,,
c.virtualreality,dellemc,0.7668953062,,
target,occidentalpetrol,0.766929918,,
gm,twentycenturyfox,0.7669797307,,
danaher,dowchemical,0.7669914226,,
celgene,mondelez,0.7669951502,,
c.internetofthings,generaldynamics,0.7670350073,,
aig,ups,0.7670626843,,
chevron,cvs,0.7671228924,,
chevron,target,0.7671928486,,
png,mobileye,0.7671963302,,
biogen,twentycenturyfox,0.7671968541,,
intel,bristolmyerssquibb,0.767229342,,
aig,chevron,0.7672459638,,
pfizer,danaher,0.7672744079,,
facebook,c.saas,0.7672904391,,
gilead,verizon,0.7673036267,,
abbvie,twentycenturyfox,0.7673169086,,
bofa,unitedhealth,0.7673442109,,
halliburton,mcdonalds,0.7673748829,,
celgene,colgate-palmolive,0.7674557647,,
allergan,timewarner,0.767458963,,
accenture,verizon,0.7674946758,,
ibm,unitedtech,0.7674972136,,
lockheedmartin,elilily,0.7675101803,,
verizon,occidentalpetrol,0.7675466038,,
halliburton,aig,0.7675595551,,
philipmorrisint,png,0.7675714026,,
dellemc,ups,0.767653036,,
caterpillar,mobileye,0.7676678299,,
3m,dukeenergy,0.7677362808,,
mcdonalds,bristolmyerssquibb,0.767753475,,
berkshirehathaway,bofa,0.7677714732,,
amazon,c.internetofthings,0.7677822926,,
abbvie,verizon,0.7678079319,,
honeywell,cvs,0.7678475618,,
aig,danaher,0.7678629384,,
abbott,goldmansachs,0.7678648773,,
tesla,generaldynamics,0.7679112041,,
pfizer,comcast,0.7679619857,,
ibm,amex,0.7679670832,,
c.virtualreality,mcdonalds,0.7680309246,,
goldmansachs,microsoft,0.7680449083,,
chevron,danaher,0.7680481255,,
medtronic,metlife,0.768056546,,
3m,bofa,0.7680583833,,
homedepot,costco,0.7680730952,,
conocophillips,ups,0.7680749851,,
danaher,biogen,0.7681314841,,
abbott,c.orphandrug,0.7681554852,,
cocacola,danaher,0.7681577613,,
pfizer,mcdonalds,0.7682321002,,
morganstanley,exxonmobil,0.7682509689,,
gm,mastercard,0.7682842382,,
cisco,berkshirehathaway,0.7683458014,,
abbott,qualcomm,0.76835808,,
capitalone,elilily,0.7683590958,,
pfizer,priceline,0.7683593053,,
cocacola,lowes,0.7683751252,,
pepsico,costco,0.7683817613,,
jpmchase,merckandco,0.7683938505,,
c.virtualreality,ibm,0.7684124253,,
goldmansachs,pepsico,0.7684836734,,
nvidia,ge,0.7685106168,,
intel,c.internetofthings,0.7685259651,,
halliburton,amazon,0.7685455717,,
gilead,timewarner,0.7685519592,,
intel,raytheon,0.7685527114,,
lockheedmartin,berkshirehathaway,0.768570528,,
abbvie,caterpillar,0.7686277282,,
cisco,c.saas,0.7686375668,,
c.virtualreality,dupont,0.7686818711,,
bristolmyerssquibb,nike,0.7687423603,,
raytheon,tesla,0.7687636605,,
ibm,bankofnewyork,0.7687858872,,
aig,twentycenturyfox,0.7688070657,,
goldmansachs,colgate-palmolive,0.7688123686,,
gilead,c.bailout,0.7688758174,,
lockheedmartin,exxonmobil,0.768898116,,
priceline,johnsonandjohnson,0.7689396945,,
priceline,tesla,0.7689444891,,
lockheedmartin,biogen,0.7689563879,,
berkshirehathaway,nike,0.7689899879,,
c.selfdriving,generaldynamics,0.7690048811,,
honeywell,priceline,0.7690439542,,
colgate-palmolive,lowes,0.769045689,,
qualcomm,exxonmobil,0.7690643932,,
tesla,p.hulu,0.7690793861,,
3m,unionpacific,0.7690852133,,
qualcomm,tesla,0.7691286784,,
timewarner,dupont,0.7691343068,,
comcast,mondelez,0.7691375002,,
priceline,occidentalpetrol,0.7691381514,,
chevron,walmart,0.7691670367,,
qualcomm,emersonelectric,0.7692188169,,
mondelez,nike,0.7692626931,,
starbucks,walgreens,0.7692750074,,
amex,target,0.7692789532,,
apple,metlife,0.7693277714,,
schlumberger,wellsfargo,0.769330533,,
aig,verizon,0.7693587068,,
johnsonandjohnson,lowes,0.7693670831,,
amgen,microsoft,0.7694090476,,
gilead,nike,0.7694144817,,
att,bristolmyerssquibb,0.769416905,,
bankofnewyork,mondelez,0.7694274413,,
dowchemical,unitedhealth,0.7694335372,,
caterpillar,intel,0.7695304313,,
ibm,alphabet,0.7695754791,,
alphabet,cocacola,0.7695957583,,
accenture,exxonmobil,0.7695993838,,
ups,nike,0.7696593429,,
jpmchase,lowes,0.7696945543,,
goldmansachs,dupont,0.7697053652,,
pfizer,walgreens,0.7698013215,,
altria,danaher,0.7698284805,,
altria,ups,0.7698348531,,
tesla,walmart,0.7698683973,,
qualcomm,danaher,0.769886811,,
caterpillar,target,0.7699417181,,
capitalone,verizon,0.7699498179,,
chevron,apple,0.7699592449,,
kindermorgan,exelon,0.7699680089,,
kindermorgan,conocophillips,0.7699719832,,
gm,simonprop,0.770032103,,
comcast,texasinstrument,0.7700581783,,
abbvie,priceline,0.7700637431,,
intel,citigroup,0.7700861291,,
3m,visa,0.7701163799,,
conocophillips,merckandco,0.7701188166,,
goldmansachs,verizon,0.770118867,,
dupont,c.internetofthings,0.7701250919,,
chevron,unionpacific,0.7701414267,,
timewarner,unitedhealth,0.7701470147,,
chevron,unitedhealth,0.7701628578,,
gilead,tesla,0.7702315079,,
timewarner,generaldynamics,0.7702692141,,
aig,honeywell,0.7703159018,,
accenture,cocacola,0.770324838,,
elilily,walmart,0.7703589691,,
aig,dellemc,0.7703652906,,
amgen,occidentalpetrol,0.7703816593,,
caterpillar,amgen,0.7704023452,,
priceline,mcdonalds,0.7704125743,,
comcast,southernco,0.770457036,,
boeing,emersonelectric,0.7705001697,,
jpmchase,dellemc,0.7705004811,,
lowes,metlife,0.770522859,,
honeywell,amgen,0.7705345894,,
comcast,dupont,0.7705621252,,
biogen,boeing,0.7705691444,,
southernco,danaher,0.7706095986,,
capitalone,pfizer,0.7706248735,,
c.bailout,elilily,0.7706487155,,
celgene,texasinstrument,0.7706601973,,
texasinstrument,fordmotor,0.7706847126,,
lockheedmartin,mondelez,0.7707343985,,
biogen,unitedhealth,0.7707985918,,
bankofnewyork,dowchemical,0.7708753514,,
intel,elilily,0.7708763151,,
pfizer,walmart,0.7708779253,,
pfizer,tesla,0.770895875,,
raytheon,c.selfdriving,0.7710583365,,
lockheedmartin,dellemc,0.7710583443,,
southernco,att,0.7711085345,,
emersonelectric,c.internetofthings,0.7711179987,,
honeywell,walgreens,0.7712199048,,
amazon,unitedhealth,0.7712337703,,
3m,simonprop,0.7712970651,,
starbucks,microsoft,0.771312565,,
png,lendingclub,0.7713270741,,
johnsonandjohnson,bankofnewyork,0.7713494501,,
png,c.internetofthings,0.7714032111,,
capitalone,johnsonandjohnson,0.7714984101,,
caterpillar,allergan,0.7715445198,,
target,visa,0.7715632968,,
capitalone,cvs,0.7715725267,,
amgen,dowchemical,0.7715752329,,
conocophillips,danaher,0.7716263764,,
capitalone,priceline,0.7716266095,,
netflix,facebook,0.7716337052,,
metlife,usbancorp,0.7716677997,,
schlumberger,target,0.7717087062,,
gilead,walgreens,0.7717259187,,
target,mastercard,0.7717699298,,
ibm,walgreens,0.7717923702,,
halliburton,allergan,0.7718622471,,
accenture,altria,0.7718666808,,
abbvie,capitalone,0.7718726846,,
abbvie,accenture,0.7718763702,,
pepsico,qualcomm,0.7719389076,,
qualcomm,mastercard,0.7719974507,,
comcast,elilily,0.7720031752,,
gm,visa,0.7720164165,,
mcdonalds,c.bailout,0.772027525,,
lowes,exxonmobil,0.7720276037,,
unitedtech,ups,0.7720826904,,
boeing,nike,0.7721171536,,
raytheon,conocophillips,0.7721215807,,
colgate-palmolive,twentycenturyfox,0.7721318204,,
homedepot,jpmchase,0.7721422822,,
schlumberger,lockheedmartin,0.7721496586,,
citigroup,att,0.7721649604,,
chevron,lowes,0.7721759834,,
aig,microsoft,0.772210151,,
allergan,raytheon,0.7722333916,,
cisco,p.hulu,0.772262615,,
allstate,mcdonalds,0.7723196412,,
philipmorrisint,dupont,0.7723427845,,
dellemc,c.saas,0.7723668506,,
ibm,c.saas,0.7723677012,,
bankofnewyork,dupont,0.7723974909,,
c.virtualreality,p.hulu,0.7724019374,,
caterpillar,walmart,0.7724265625,,
texasinstrument,p.hulu,0.772473242,,
abbvie,goldmansachs,0.7725766491,,
pepsico,unitedhealth,0.7725975874,,
chevron,medtronic,0.7726046944,,
medtronic,ups,0.7726157489,,
medtronic,generaldynamics,0.7726388668,,
abbvie,apple,0.772658865,,
abbvie,allstate,0.7726641387,,
amex,wellsfargo,0.7727682709,,
goldmansachs,accenture,0.7727728139,,
pepsico,fordmotor,0.7727878339,,
altria,timewarner,0.7727946803,,
biogen,occidentalpetrol,0.7728640553,,
3m,philipmorrisint,0.7728652342,,
abbvie,bankofnewyork,0.7728683074,,
johnsonandjohnson,c.bailout,0.7729125855,,
pepsico,bankofnewyork,0.7729390658,,
caterpillar,danaher,0.7730093966,,
microsoft,nike,0.7730381368,,
merckandco,microsoft,0.7731016443,,
qualcomm,cocacola,0.7731149969,,
intel,johnsonandjohnson,0.7731926113,,
tesla,mondelez,0.7732022305,,
berkshirehathaway,twentycenturyfox,0.7732557114,,
citigroup,nike,0.7732578427,,
jpmchase,lockheedmartin,0.7733903179,,
ibm,lowes,0.7734476077,,
priceline,c.bailout,0.7734534356,,
att,metlife,0.7734996865,,
goldmansachs,caterpillar,0.7735156866,,
caterpillar,unionpacific,0.7735235241,,
pfizer,nike,0.7735370527,,
abbvie,lockheedmartin,0.7735567432,,
intel,mondelez,0.7735597808,,
priceline,biogen,0.7735777822,,
southernco,apple,0.7736080891,,
honeywell,c.bailout,0.7738378644,,
boeing,verizon,0.7738427308,,
twentycenturyfox,elilily,0.7738472839,,
qualcomm,citigroup,0.7738605715,,
mcdonalds,c.internetofthings,0.7738717569,,
halliburton,wellsfargo,0.7738762726,,
dellemc,boeing,0.7739160769,,
halliburton,target,0.7739165245,,
jpmchase,twentycenturyfox,0.7739179457,,
conocophillips,biogen,0.7739925902,,
halliburton,morganstanley,0.7740012197,,
halliburton,merckandco,0.7740306005,,
qualcomm,colgate-palmolive,0.7740557144,,
colgate-palmolive,lockheedmartin,0.7740845815,,
mcdonalds,boeing,0.7741049175,,
dowchemical,nike,0.7741702612,,
dupont,unitedtech,0.7741997255,,
danaher,occidentalpetrol,0.7742016886,,
gm,facebook,0.7742259873,,
unitedhealth,p.hulu,0.7742295168,,
target,nike,0.774266667,,
costco,lowes,0.7742741937,,
c.virtualreality,ups,0.7742952529,,
conocophillips,c.shalegas,0.7743274271,,
microsoft,p.hulu,0.7743580089,,
johnsonandjohnson,tesla,0.7743830964,,
lowes,tesla,0.774388454,,
accenture,biogen,0.774395348,,
goldmansachs,dellemc,0.7744350014,,
abbvie,amazon,0.7744506687,,
mastercard,c.internetofthings,0.7745799258,,
bristolmyerssquibb,unitedtech,0.7745897005,,
medtronic,unitedtech,0.7745984042,,
alphabet,dupont,0.7746030657,,
pepsico,c.bailout,0.7746268556,,
amazon,boeing,0.774627672,,
c.virtualreality,johnsonandjohnson,0.774635346,,
att,exxonmobil,0.7746481617,,
goldmansachs,tesla,0.7746748721,,
costco,mcdonalds,0.7746888508,,
lockheedmartin,medtronic,0.7746919147,,
priceline,target,0.7747080159,,
3m,nvidia,0.7747515499,,
jpmchase,comcast,0.7747625554,,
starbucks,texasinstrument,0.774770467,,
amgen,southernco,0.7748036162,,
3m,facebook,0.7748627857,,
microsoft,unitedhealth,0.7748710027,,
johnsonandjohnson,timewarner,0.7748876045,,
abbvie,alphabet,0.7748905196,,
timewarner,ups,0.7749555337,,
priceline,dellemc,0.7750723998,,
johnsonandjohnson,lockheedmartin,0.7752682075,,
pepsico,lowes,0.7752848328,,
ibm,tesla,0.7753230299,,
bofa,bristolmyerssquibb,0.7753623564,,
texasinstrument,netflix,0.7753842998,,
3m,fedex,0.7754316604,,
aig,emersonelectric,0.7754393161,,
goldmansachs,cocacola,0.775443357,,
amex,fedex,0.7755009607,,
honeywell,intel,0.7755607051,,
merckandco,boeing,0.7755843735,,
amgen,generaldynamics,0.7756433463,,
accenture,johnsonandjohnson,0.7756514746,,
starbucks,costco,0.7756552149,,
homedepot,apple,0.7756792634,,
raytheon,amgen,0.775695874,,
unitedhealth,generaldynamics,0.7757007323,,
simonprop,bristolmyerssquibb,0.7757536679,,
caterpillar,verizon,0.7758056666,,
abbott,tesla,0.7758231253,,
unitedhealth,walgreens,0.7758265861,,
mcdonalds,nike,0.7758567384,,
lowes,walgreens,0.7758796857,,
goldmansachs,mcdonalds,0.7759442924,,
priceline,microsoft,0.7759714787,,
allstate,walmart,0.7760365837,,
allergan,generaldynamics,0.7761013844,,
altria,verizon,0.7761112164,,
allstate,bankofnewyork,0.7761229318,,
mcdonalds,unitedhealth,0.7761866934,,
southernco,c.bailout,0.7762038506,,
southernco,unitedtech,0.7762180347,,
dupont,waltdisney,0.7762340405,,
intel,cocacola,0.7762348782,,
amgen,c.bailout,0.7762383445,,
tesla,exxonmobil,0.7762510145,,
dellemc,medtronic,0.7762644767,,
abbvie,cisco,0.7763212352,,
